Rating,Review
10,"IncredibleBarbie was by far one of the best movies i've watched in 2023. From the acting to the costumes, it was all just so amazing. I have no words to express how i feel after watching Barbie. It had to much emotion built into it. Margot Robbie had such a speechless performance. Greta Grewig is the writer and director that can make a movie that has so much emotional value and meaning. It gives you a look into being a woman and the struggles but also about finding who you are as a person. I enjoyed this movie like no other it was hilarious and an emotional rollercoaster. I hope we can see a sequel to Barbie. The movie deserves all the love. Go watch it now!!!"
10,"Surpassed My ExpectationsI did not know what to expect from the Barbie movie when I went with my two adult daughters. I was very pleasantly surprised! The movie made me laugh and it sometimes brought a tear to my eye (but I mostly laughed through it). The sets are spectacular. I would not be surprised if the movie wins an Academy Award for at least the set design. Ryan Gosling is very funny as the underrated Ken and Margot Robbie is very well suited to play the iconic doll. A very good commentary on how, sometimes, the Real World works. The story was, at times, very touching, but it's mostly a really good time. I loved it!!"
10,"Refreshing new genreA breath of fresh air, what an inspirational film on so many levels. Gretta showing the world of screenwriting just how it's done. I can't wait to see what new wave this brings to our cinemas. And what stories it inspires in younger generations of female creatives. If you don't agree, you're missing the point. Watch it again and listen to the subtext. And look around you, how many people came wearing pink? Don't underestimate the pink pound!Coincidence that this came out with Oppenheimer? A juxtaposed way of telling a story, this film shows everything that's wrong with rom coms and drama and all genres. If you're a writer, producer, director, sit up and take note."
10,"LIFE CHANGING MOVIEI think everybody should watch this movie. This movie will change someones perspective of the world. If someone hates on this movie is because they did not understand the message and meaning behind it. Margot Robbie did an excellent job portraying Barbie. Would totally rewatch this movie. This movie made me laugh, cry, and made me think about my childhood. Its such a beautiful movie. Greta Gerwig is one of the best directors of this generation. Truly the best movie released this year. She even broke box office record for female directors. LOVE BARBIE AND EVERYONE SHOULD WATCH IT!!!!!!!!!!!!!!!!"
5,"hot pink cotton candy messBarbie is a hot pink mess, that ironically sees world in two dimensional black and white. Aside from Margot and Ryan, all the characters are literal one dimensional bimbo.Yes, i'm aware of the over the top humour, and almost cartoonish art direction is intentional. Yes, there's supposedly more 'substance' , than the style's portrayed. But the message is so generic, and only on surface level that nothing that hasn't been done before.TO BE FAIR, some part of it is actually enjoyable, and i had a few laugh. Margot and Ryan are great, but the rest of the casts is awkard. And the ending is kinda nice. Overall it's ended up being a 'meh' for me.5/10
Puking rainbow."
10,"screaming crying throwing upThis movie is not only an actually funny comedy with an amazing script and good jokes, but a seriously intense story of womanhood, girlhood and motherhood that portrayed how much the patriarchy affects everyone. As a girl, this movie resonated with me and every single line about being a girl in this world hit me hard, but it was so beautiful. I've seen men say that this movie was 'feminist garbage' or 'over-exaggerated' but it honest to god wasn't. Not only this, but while being a movie that accurately represents the feeling of not knowing who you are or what you are going to be (aka girlhood) it was pro-men and not in a bad way. Somehow, a movie so strongly empowering women also gave men feeling and hurt. This made the movie so honest and just good. I could go on for hours about how much this movie means to me, and that it's something with messages that will stick with me forever.With all this being said, it was funny as hell and my whole theater was dying at some of the jokes made 😭 they did not hold back."
8,"Capturing the experience of being a womanIt was funny, gorgeously done and challenged people's view points which is a lot done for a movie made by a toy company. I found myself laughing and tearing up at certain points. I was in awe while watching it in the theaters for the attention to detail on props. It's insane how well made it is.SPOILERS ISH ?? My only critique is the ending for the kens. We sympathise with them throughout the movie and the message is about equal rights for women. But feminism is about equal rights for everyone! Ken's deserve their freedom too. However it definitely did the job of making men step out of their comfort zone and understanding what it's really like to be a woman."
8,"It's a good movieIt's a good movie. Walking out of it I knew people wouldn't like it considering we rarely have a women's actual point of view in cinema. It's actually quite funny seeing people's reactions to it as if everything that we were showed in the 2 hours of the movie isn't true.In my viewing people were clapping, laughing and crying. It's touching and I'm sure many will relate wether people want to admit to it or not. (This movie isn't about a perfect doll)That being said if you don't like musicals you might not love this movie there are quite a few numbers in this film. Not bad ones just some are abit longer than I'd like.Overall I'd watch again and I've never actually owned a Barbie 👍🏼"
10,"Everything I expected and more.I wanted a girly movie with humor, amazing looks, and a feminist plot. A true show for the ladies. And this gave me that and more. So many profound moments, so many funny lines, such good acting, the cinematography was beautiful, the sets were perfect, the outfits were on point. First girls movie I love with no overt emphasis on a romantic relationship. Just a beautiful, complex, funny story about barbie. Everyone was perfectly casted. I was nervous about all the young children in the audience but there was no sexual scenes, little cursing, and most innuendo seemed to go over their heads. Loved the light this movie shed."
10,"In AweI love Greta Gerwig so I knew I'd love this. It, however, exceeded my expectations and was a movie so great it broke through my expectations and my version of the real world. I will see this again as many times and with as many people or by myself that I can. This is one of the greatest films not only of the year, but of the decade, if not the century. If I sound like I'm over exaggerating it, for me, I am completely serious. Please go watch it with your mom, your dad, your lover, your sister, your brother, your best friend, or your worst enemy. It's worth it, it really really is. Bravo!!!!!!!"
9,"Surprisingly goodAs a teenager I kinda just went to this movie because of all the hype and jokes on Instagram, TikTok etc. But surprisingly this movie was actually really good. Unsurprisingly Margot Robbie was phenomenal, and was the PERFECT choice for Barbie.When the movie first started I really didn't know what it was going to be, I thought it would just be a girly movie about dolls and feminists, and everything wrong with Hollywood nowadays, but this quickly proved otherwise. It had the perfect amount of jokes, (which were surprisingly funny) the plot was simple but entertaining . Toward the end of the movie it got really serious, and it really had me thinking about life in a way where I just want to get my life together and be a better person. In conclusion this movie was great and Greta Gerwig did an amazing job with the cast and the movie as a whole!!!"
2,"My first thought was, I didn't love it but I didn't hate itI genuinely had planned to give the movie a 5 because it wasn't bad but it wasn't good but then the longer I have had to think after the movie I still feel that way but also like the movie was a waste of time and money. I really had hoped it was going to be amazing!! It is Barbie for crying out loud. And while I have never been a huge fan of playing with them, they are iconic. I also felt they cast Ken and Barbie perfectly. However the movie made little sense, their are no really good amazing lines to quote, and the ending was blah. It wasn't very fun or funny either. So I decided it gets a 2 instead of a five."
8,Not a KIDS MOVIE PG13About reality. None of the nonsense of ask the Barbie Movies. In all honesty it was about patriarchy and feelings being human. It was also about the relationship between children as they grow up and their toys. It would not be something i would expect to bring someone under the age of 13 to and expect them to be entertained. Very much more silly adult stuff than kids in the sense of being to understand.I told my human it was pretty much Rocky Horror Picture Show without the sexuality and way more pink. Not really a movie to take serious but lighthearted and just a goofy movie to enjoy on some down time. If it wasn't so new then i would do an Episode on my podcast about it.
8,"A Hoot!This Barbie script, IMHO, is packed on so many levels of thought - on were we are today and how we got there. To those who trash it, I say, ""Lighten up Francis.""Everyone plays their part uniquely and with verve. And the set alone should be considered for an Oscar. We needed this movie for the sake of sanity... too much politicking has clouded the atmosphere.To all those who grew up with Barbie, Ken, and G. I. Joe, I hope you remember that it was a time for childlike innocence to play and have fun.There is truth in comedy... just ask Aristophanes.Reflect on it.Note: The reference to Kubrick's 2001 (1968) is absolutely hysterical."
8,"Fun movie with deep meanings.I love that this movie is as others put it ""preachy"". I feel that with the current climate and so many young ladies losing freedoms and not realizing how far women have come in the past 60 years we need reminding how quickly it can all go away, lest young ladies today get too comfortable.There is a lot in this movie about mother/daughter relationships, women's roles in society and how hard it is to be a woman in a society that expects perfection. It is also fun, some great jokes, and Rhea Pearlman really made such a wonderful appearance. When Barbie first came out, it was a time when women didn't have as many options as they do now, women couldn't even have credit! I feel like this movie is a nod to what Barbie is supposed to stand for but also for the ways Barbie has fallen short."
5,"mixed bagI found this to be a mixed bag.First up, when I walked into the cinema I expected there to be lots of young Barbie fans - there weren't more than a handful. The audience was a real cross section. Probably the majority were females - just. People of all ages from a few young girls through to pensioners - with lots in the teeneager to late 20's group. Lots of people wearing pink.This is the first time I can remember since Terminator 2 where I couldn't go to the screening time I wanted as it was sold out for my two first choices (in the day time).I was expecting a high camp movie that works on both levels - young kids and something for the adults. Thats not really what we got. This is not a kids movie. The group of kids sat near us were visibly bored after the first half an hour. Its a 12A for a reason. There seems to be a perception that this movie is for little girls waving Barbies around - it isn't.The first half hour has all the camp stuff, setting the scene, adults acting as dolls, funny Barbie world-isms, etc.Then it changes when America Ferrera and her joy-sucking teenage daughter are introduced. It stops being so much fun. The central message of the film is then clumsily hammered home with no subtlety for the rest of the movie - taking the viewer out of Barbie world. Its message is also delivered inconsistently.The final joke of the movie does not hit home very well and seemed a bit unnecessary.With the above criticisms, heres the mixed bag bit - it was very funny in places. We laughed out loud lots, but seemed to be the only people in the 3/4 full theatre laughing. Its also very clever in places - like the discontinued Barbies.Ryan Gosling is excellent. Will Ferrell is hilarious. Michael Cera is good. Others are confusing (Rhea Perlman's character...). I expected more from Ncuti Gatwa - given he is the new Dr Who.Some very amusing musical numbers.It felt a little long. Would have made a nice 90 minute movie."
10,"Great movie! Plot issues..but it's a movie about barbies""Barbie,"" the film, is an enchanting cinematic experience that is sure to entertain viewers of all ages. It's a vibrant and delightful exploration into the world of one of the most enduring and iconic dolls ever created. Its storyline is compelling and keeps you engaged throughout, making it a truly wonderful movie.What makes the movie stand out is its successful use of humor and adventure that ensures it isn't just another kids movie, but a family affair where adults can also derive enjoyment. Furthermore, the movie is brimming with fun characters that each add a unique flair to the narrative.A major highlight of the film is the character of Ken. He isn't merely a supporting role, but emerges as a real scene-stealer. Ken's charisma and witty dialogue delivery is splendid, adding a new layer to his character that audiences are sure to appreciate. His performance has a certain charm that makes you look forward to his scenes. Indeed, he truly stole the show.Despite the largely engaging narrative, the movie does come with a few plot holes. At times, the story lacks logic, and there are certain developments that seem a bit rushed or inadequately explained. However, considering that the movie is based on the universe of Barbie, where the rules of reality are often bent, these plot holes can be somewhat expected and forgivable.In conclusion, ""Barbie"" is an entertaining and heartwarming film that successfully captures the essence of its source material. Its flaws are minor and largely overshadowed by its vibrant characters, engaging narrative, and a particularly standout performance by Ken. Even with some plot holes, it's a cinematic treat that offers plenty of enjoyment for both kids and adults."
9,"Wasn't going in expecting muchFor a girl who grew up playing with Barbies wasn't at all what I thought it would be. I didn't think there would be a huge plot, and I was so wrong! The movie should be what every woman needs to see. Everyone in it was amazing and perfect (not Barbie perfect 😉). Had an amazing plot that made me really consider how far women have not come in life. I do love the line when a man has to ask for a job in the government and gets told he can have a much lesser job. I can not give it enough accolades. Everyone cast was perfect for their role. America Ferrera and Margot Robbie were perfection for each role!!!!Will watch again and again!"
9,"Brilliant SatireI found this movie one of the more entertaining movies I have seen in some time. I didn't know what to expect and started out thinking when we were in Barbie Land how are they going to make this interesting for the next hour and 1/2. I found out and was pleasantly surprised by the twists and turns I didn't expect. When Barbie ends up in the 'real world' it goes from entertaining to interesting and unexpected. Margo is perfect as Barbie, Ryan as Ken is over the top and to be enjoyed. What I haven't read and am a little disappointed by is the failure to recognize how good America Ferrerra and Ariana Greenblatt were. Totally enjoyed their screen time as well. Don't event get me started on Kate McKinnon as 'weird' Barbie. I was one of those children that actually melted Barbie's hair in my bedroom closet and equally defaced and marked her with indelible markers. Didn't mean I didn't love her, was just precocious."
10,"Deeply sad movie, filled with jokes, dolls and pink :(I didn't expect this! Saddest movie of all times told with Barbie dolls, jokes and a lot of pink!Cleverest movie ever made. I see how they made this movie to lock up in the cinemas huge numbers of people of all ages and genders and to forcefully OPEN THE EYES of those who still have them closed 😢EXTREMELY funny, beautiful, direct, but deeply sad movie 😢😢😢.Haters who rate this movie low are the mysoginists that would HATE for people of both genders to ever smarten up!People who say that the message was too direct, obviously don't know anything about art. You can't make a movie with BARBIE dolls and tell a SUBTLE message, you cannot, any artisticly inclined person knows this. I would have rated very low this movie if the message had been more subtle!!!!!!!"
8,"AmazingI haven't written a review on IMDb before but I felt like I need to for this film.Genuinely one of the most heartwarming yet emotionally poignant movies I've seen for a very long time, and honestly the first movie I've genuinely felt understood by.It made me laugh it made me cry, I never expected the Barbie movie of all things to stick like it did and strike a chord with me. This is a movie that links directly into my experiences as a woman and perfectly encapsulates what it feels like to be under the societal pressures of being a woman and the impossibilities we face every day. America Ferrera's monologue was incredible.Honestly, I'd recommend this film to anyone and feel like it's crucial that it gets the recognition it deserves. Greta Gerwig is a phenomenal director and I can't wait for her next project."
5,"OverrateI love greta's movies and I was enjoying Barbie until 3/4 of the movie. The last 1/4 was BAD. I'm giving it a 5, which I feel generous.The trama was ""funny"" but honestly not good enough.I do love all the actors and America Ferrera is awesome.I was looking forward to like it but the last part was so bad that I can't recommend anyone to watch it. And is not like the twist was bad, it was more like the trama wasn't good so there wasn't any ending that could improve it.Summarizing, if you are not a Barbie or pink movies fan, don't watch it. Not even if you are bored.If you like pink movies with no trama, watch it."
10,"Surprisingly memorableI entered the cinema with high expectations, and they were massively outdone. The movie unfolds in a humorous manner, as lovable characters evolve in the most beautiful way they could. Margot Robbie is truly outstanding, and as a spectator I fully lived the experience thanks to her incontestable talent. As the experiences slowly unwrap, the issues and feelings that are contoured cut deeper and deeper, and the audience gets to experience these emotions in a sincere, beautiful way.The movie is about the simplicity and complexity of life, about humans and their emotions, about what we do and why we do it, and about how they all meet in a fulfilling and imperfectly beautiful point."
9,"One of the best movies I've seen in yearsI expected this to be a very good movie with some feminist undertones. It ended up being insanely funny, ridiculous, fun, and stupidly entertaining, yet highly topical and commentative. This movie hit on so many topics, patriarchy, capitalism, feminism, even misandry, yet managed to stay consistently funny and wild throughout. It never goes where you expect it to go but always defies expectations. The only reason I don't give this a 10 is for the small section of time where the feminism appears a bit too heavy-handed, and I can see where that would cause some male viewers to lose interest in the message. Other than that, this is the best movie I've seen in years and I can't see any topping it any time soon."
10,"Way better than expectedI was amongst the people who thought they saw a majority of this film based on all of the filming stills posted on the bird app in 2022. I still wanted to see it. Something about their perfect neon rollerblading outfits. I saw one preview and wasn't sure what the plot was going to be, I didn't care, I still wanted to see it. I wasn't expecting it to be amazing, but amazing it was. Well done!! Margot really knocked it out of the dollhouse. Ryan I'll never look at the same way way again. This 1980s Barbie Superman is very pleased. It won't be long until the opening dance scene is all over the clock app. I haven't felt so compelled to learn choreography since Michael Jackson's Thriller. Also, girls rule. Sorry, Ken."
4,"Enjoy the movie, feminists!Barbie is the problem with modern Hollywood. I'm not a sexist, but this movie shows how all men are trash. The ending drags so long, just tell ""the message"". There are some gags that landed and the whole theater, packed with girls, laughed, but there were some, where the theatre was quite and i could hear only the fart of the woman sitting next to me. If the main villian Will Farrel, wasn't there, the movie is gonna be a little better, because the villians do nothing and only drag the pace of the movie. Greta Gerwig for the most part, did a pretty good job and the casting is perfect. Ryan Gosling is born for this role and Margot Robbie is great, as i expected. Overall, the movie is not for me. The little girls will deffinely like a lot more, than i did."
10,"Amazing!Great film which has a good balance between politics, feminism and film making. It was funny, sad and exciting, with great acting to pull it off. The set was incredible and the dances were amazing which really added to the story line. The ending was perfect and showed how barbie has impacted audiences positively and negatively. Mattel really own the so called bad barbies that they discontinued and it is clear either why they were discontinued but also maybe why they weren't necessary to be discontinued. Overall a great film and good to see with the family, it would be really recommended if you have younger children! They should love it."
8,"Very nice!A good movie with an important message that is delivered in a way that makes it easy to understand and can resonate with alot of people. Hopefully the way they delivered the message leads people to see the issues they depict in the movie.I truly recomend this movie to everyone who likes ""kids"" movies that also has a good message. The way that the Barbie world was created leads the viewer to be sucked into the world of Barbie. Also the references and homages to other movies and also Barbie sets and movies really sets the cake.A bonus point is that all of Kens lines in the movie is comedy gold and made the whole theater giggle a few times."
10,"perfect.Everything was just so perfect. The cast, margot robbie is basically my fav person and ryan is also nice.. ig. I love how they added some actors from sex education like emma, connor and ncuti. The design was unbelievably perfect as well, the soundtrack, THE MESSAGE, EVERYTHING. I JUST LOVED THIS MOVIE SO MUCH IT WAS SO FUN TO WATCH. It felt relatable, felt so many kinds of emotions at once which was an amazing and unique experience. LOVED IT GRETA AND MARGOT DID SO WELL!! I also loved how there were so many kinds of barbie's, like transgender barbie, allan which i think is non-binary and more."
9,Great satire on present day societyGets you a typical Hollywood movie which feels good to watch but provokes you to think it helps you decide whether you want to be just influenced by the world around you the media the news and the industry which is grabbing your attention or do you want to accept that you are a human being with needs and wants and not just a piece of toy to be manipulated by the media.It begins with a simile of everybody's life that is Barbie land it is kind of our own sweet world which every human being prefers to live into rather than entering into the race of humans into the workforce and do the society etc and their Barbie and can reflect upon how different the real world can be from the world they're used to kind of like what happens to people of every kind I think this is a super movie too provoking people to think are they living to please the world around them or are they just living to live.
3,"The first half is great but the rest...I honestly cannot understand those rating on here. The first half ot the movie is exactly what I expected from a barbie movie; it's fun, it's pink and it was just a great watch but then (oh lord) the second half started. Although I understand that the producers try to address certain issues in society but this has absolutely no place in a Barbie movie. I don't really enjoy it when a highly extravaganted issues is being shoved into my face. I honestly cannot understand how the producers thought that's the way to do it. It leaves a bitter taste behind and destroys the good vibes from the beginning of the movie. I'm extremely disappointed."
10,"Amazing movie, by an outstanding director and breathtaking performers(let me apologize for my english beforehand)
Oh my gosh... I don't even know where to start. I was very exited to watch this movie, and I decided to go see it for the first time with my best friend with whom I used to play barbies. However, I did not expected the movie to be so emotional: I cried in four different moments. In particular, the scene with the eldery woman on the bench makes me cry everytime I think about it! This movie touches a lot of parts about womanhood that we rearly get to see on the big screen, it critizes and in someways explains the patriarchy in a vey obvious way, whitch makes me think that the (mostly) men who are complaining about it have probably seen the movie with their eyes closed.Please, girls, go watch it with a woman you love, that makes you feel safe and let you be you, because this is an experience that needs to be shared with other women.It's one of the saddest movie I've ever seen, but somehow it filled me with hope. Now I'll go back crying about this movie while listening to ""what was i made for"" lol."
9,"Cute but not for everyoneYes it was a bit preachy at times (the feminist speech that the mom/America Ferrera gave in the middle of the movie was out of place) but overall the message was ok and the movie was cute. I had some doubts about casting but Ryan Gosling killed it and Margot Robbie is obviously the closest to a real life Barbie you could get in the modern day.I'm not really sure the target age demographic either. I'm 17 and saw it with my mom and we both liked it, but idk it might not be great for super little kids. It's not overly vulgar or anything but at times it seems more focused on appealing to teenage girls and grown women.Also, Michael Cera is rad and probably the best part of the movie for me. His role is super fitting and it's fun to see him dressed all in pastel and pink, being a relatively normal dude in scenes full of Barbies."
8,"surprising and unexpected,NOT a girls movie.This thought-provoking movie is definitely not geared towards children or exclusively for girls; it's a must-watch for audiences of all backgrounds. It addresses delicate and fragile topics with precision. It was surprising and totally unexpected. Admittedly, the first half an hour is hard to get through, but you really get into it once you get the idea and you're totally consumed in it and already questioning yourself and the society before you realise. However, they could have concluded it better by finding a middle ground or presenting a solution to the problems addressed. Nevertheless, its overall impact makes it a must-see for everyone."
4,"Barbie in two words: Stereotypical. Cliche.Outstanding cast that tried to save a shortsighted and predictable storyline. Gosling once again shows that he's in a class of his own. Barbie started out fun but shortly into the film, the vibe changes and things take a turn for the worse. The room changes from lighthearted laughter, excitement, and anticipation to a tension one can sense easily. Our fun and bubbly Barbie soon begins to experience those all too cliche, hashed-out stereotypical mantras as she becomes an empowered woman. Sprinkled throughout are moments of goodness especially from Ryan Gosling and the soundtrack is killer as well. Seems like whoever made this movie had issues that they wanted us all to deal with instead of telling us a great story."
10,"WonderfulSo many positive messages for women and men alike! Barbie has an existential crisis and Ken embraces the worst of the patriarchy. Both just seeking deeper meaning - what were they made for? Meaningful subtext while being wildly entertaining!All the acting was just delightful! Ryan Gosling even steals the show - though every performance was spot on. Thanks to Greta Gerwig and Mattel for an innovative, thought provoking, gloriously vibrant extravagant movie watching experience. It is destined to be a classic.Even better, it has stirred up controversy that hopefully can lead to discourse on the themes embedded in something with such great entertainment value."
9,"Your future not-so-guilty pleasureBarbie is a really refreshing movie! Directed with a truly unique style that brings the Barbie universe to life, it tackles deep topics (gender issues, consumerism...) with a lot of humor. It opens a lot of interesting conversations in a very new way, switching perspectives to let the viewer experience the irony of the world we live in today.The only downside is that you have to close those doors, and that leads to a more cliche/expected wrap up of the story that takes away some of the uniqueness brought by the movie.Overall, a very recommended watch and a guilty pleasure for years to come!"
9,"Very fun movie!This movie was everything that was expected of it. It was funny, feministic, cute, beautiful and everything plastic. It was probably expected by many that the movie would be very superficial and focus more on the fun side of barbie, but it surprised us. This movie took a deep dive into what it is to be a girl and a woman in today's society and in the patriarchal world we live in today. It also brought into daylight the problematic history surrounding the plastic doll with many humorous elements. The only thing that brought this film down from a 10/10 was that it was everything we expected, and was missing a surprising plot twist. All in all I really recommend to watch this movie, it was a wonderful experience in the cinema!"
10,"Easily a 10/10This movie is an easy 10/10 for me, did not disappoint. The casting, the directing, the plot, the cinematography, the sets, the detail, the acting, the jokes, it was all perfect. I want to rewatch this movie already! I watched it with my family and it is definitely enjoyable for everyone, the kids might not understand the movie as much but my sibling still really enjoyed it. This movie made me laugh and cry, it focuses on womanhood and mother daughter relationships in both a light hearted and sad way. I have absolutely no complaints about this movie whatsoever, absolutely loved it and recommend."
10,"Barbie was much more than expectedBarbie was an extremely fun movie that was entertaining and funny throughout the entire runtime of the movie. The jokes were witty, funny, well-written and did not impede on the tone of any serious moments. Barbie was for sure targeted for kids but made for adults to enjoy just as much as the little ones. The casting was phenomenal, every actor embodied their character, Margot Robbie is dynamite in her role delivering every line with sincerity and real feeling. Ryan Gosling was the epitome of Ken, fun, and lovable but he was also able to sublimely deliver emotions that one would not associate with Ken. With 2 powerful stars you would think that the secondary characters would be unnoteworthy, but Simu Liu, and Will Ferrell command the screen so remarkably, not to mention every other Barbie and Ken, and Allen too. All of this without even mention the cinematography and the breathtaking music which culminates into a delightful story that impressively tackles pretty serious issues."
1,"A plastic product.I thought the first half of the movie was hilarious and well done, but the last act of the movie is where it lost me. Instead of trying to communicate a message, it really felt like it was preaching way too much. Instead of showing, it tells you what to think in the last act of the movie.The only thing it has going for it is the set desing, wardrobe and music.Aside from tha the movie is plastic like the eponymous doll.The characters have no plot development, literal cliches.If you write characteres as abstractions , at least try to make into characters that are relatable to the viewer.Do not waste your time with this movie."
8,"Incredibly fun & easily profoundI went to see the movie with the feeling it was being hyped to much and with not so high expectations, -even though I admire Greta Gerwig a lot- but not even fifteen minutes into the movie I was already laughing and crying and hooked. It is definitely one of the funniest I've seen in at least 2 years, it has a simple storyline that works exactly as it suppose to without trying to be something else. The message is powerful and easy to understand, I found it refreshing and truthful, sometimes it may feel even a bit naive, but in the end it is what it is and I appreciated that. The performances are really delightful and full of small nuances that make them easy to connect with, even though the tone is satiric and farcical. Great movie, a lot more than I expected."
10,"Loved itThis movie is amazing. It perfectly describes womanhood in a way few movies that I've seen has. It shows how different women and men are treated and also the feeling of growing up as a woman. I started to miss all my childhood Barbies that we gave to my little cousin now. It's also completely hilarious and the cast is absolutely perfect. Almost No one else could play Barbie and Ken as good as Margot Robbie and Ryan Gosling has. Even though it's technically about Barbie's DOSENT MEAN that it's aimed for children. It's perfect for women of all ages, and for men to learn more about what it's like to simply grow up and simply exist as a woman."
9,"Sparkling touchIt strikes generational emotional strings, the grace and charm reflected in honing in a clean performance. Delight to watch, and it will make you laugh and cry.The mystique of mixing cultures and making people laugh was phenomenal.The performances by Margot Robbie and new faces the supporting cast are all stunning. Support team Margot andthe extendable those who decided to play the other roles, in something so complex for the satisfaction of an entire world.The soundtrack should have been better articulated. Some of the songs are forgettable. Choreography is also a bit lacking and bad..."
10,"Brilliant rebranding ideaWith a production by Mattel it self it's an amazing marketing idea to invite, the critical young thinkers of this generation, to the brand. With lots of self criticism, the movie give other vision about the atual demand of what the Barbie doll always should be.The movie jokes with the patriarch world we live and also shows a subtil criticism over it with the ""other side"". Almost like - Equilibrium should win this battle.Jokes about the masculinity and the critics themselves, showing a child who critic the old Barbie fans at the same time as she itself is a ""Barbie"" of the new era.At the same time brings us, the main public (early 90s under) all the nostalgic memories of playing dolls. That should be soft but people are always trying to be something else.Great deal."
10,"Laughing from beginning to endI went to this movie without watching previews or expecting anything. This movie turned out to be everything a Barbie-loving thirty-something needed twenty years ago. Expertly cast, the Barbie movie is hilariously self-aware and has no dull moments. Though the Micheal is obviously mainly about Barbie, Ken has his own moment to shine that ends up being the subplot.The movie was beautiful visually and funny from beginning to end. The attention to detail was clear and the storyline had the theater crying happy tears by the end. Definitely see it if you are a parent and take your parent friends with you. Make sure you wear pink ;)We would see it again and again!"
10,"One of the greatest movies of all timeI am not kidding, the movie was hilarious, self aware, touching, camp, beautiful, it was everything. My friend told me it was rare to hear me laugh so much, next to us was a couple and the bf was also dying from laughter. The ""this movie is not for me"" means that you maybe are close minded, if you go to see anything with prejudice, you will more likely not enjoy it. I think it is fair if it isn't your cup of tea but don't review bomb the movie, there nany famous movies that are not for me but i don't think they are bad. Why can't women, mothers and daughters have something for them? All those 1 star reviews are disgusting. I recommend to put the pinkest thing you own and enjoy the movie, i am glad i watched her."
8,Very good filmVery good felt like it dragged a but at the end for me which brings the marks down. But overall a very good film with good and enjoyable characters and plot line. Good aspects of comedy in some moments with a good soundtrack to partner with the film. I enjoyed the scenes in barbie land the most but that's not to say the scenes in the real world weren't enjoyable. It wasn't what I expected it to be in a good way. It clearly didn't have a mainly child audience which made it a lot more enjoyable. I loved watching how barbie and Ken adapted to the real world compared to barbie land and how mainly reacted to things that she can't do in barbie land like drinking.
10,"So much fun!!This is such a unique film! It was so much fun, and had its sweet moments as well! All the choreography was excellently done. The costumes were amazing! I also loved the take Greta had on barbie, and some real problems women and men face. I truly feel like this was such a special movie- and it does not feel like anything I have ever seen before. It was also very funny! (And that's coming from someone who does not like comedy's) I was giggling all the way through the movie. So sad that this gets so much hate, I just feel like it's such a fun movie that everyone should see. So much fun!! Greta Gerwig has done it again!"
9,"Smart enough of president BarbieI definitely went in with doubts, as one does with the mass market films of day; but this was overwhelmingly more than good. It was the first actually great big box film I've seen in some time.I should've known. Greta Gerwig, with her smart indie-film whit, created something for everyone. Easy jokes. Clever jokes not everyone will latch onto. Even physical humor to get the kids cackling.All with a great message about finding the value in one's uniqueness at its core. Loved the self-poking Mattel allowed with that tax jokes.I will forever be saying ""Get in the box Jezebel."" Heck, it may even replace ""Get in losers. We're going shopping.""Mark of a real success."
9,"deceivingly greatWasn't sure how it would go however so much funnier then i expected, and definitely more of an adult film then i expected too, thought it was going to be aimed at the barbie loving 4 year olds however lots of laugh's throughout both jokes and other little subtle jokes like the CEO with his pink drum sticks and not being able to get through the locked gate with his swipe card as Barbie hops over the top and loved how it flipped between Barbie world and the normal world. Would highly recommend and would totally go back and see again and buy once out. Loved how everyone also gets in barbie theme and go dressed in pink."
1,"Profundity Sold SeperatelyIt's a Barbie movie. It is as saccharine as Treacle and as empty as Barbie's head. A pink spectacle, and much like the doll, you can try to attach some accessories or throw on a doctor's coat or any array of add-ons you want. However, at the end of the day, it's a cheap children's toy, that any sane adult should ignore or only look upon as some bitter-sweet memento of a childhood that they will never regain.Throughout the build-up to the release of this film, I was led to believe that behind the gloss there was a deeper meaning to it. Greta Gerwig is regarded as an auteur, and the script was said to be too good to pass up. In the end, the message was too shallow to be impactful, the story too 'meta' to be taken seriously, and the dialogue as stiff as the plastic that Barbie is cast from for it to be any good. At least we know who the Real Barbie is for, but when I left the theatre I had no idea who the film is for or what it was really trying to say. It's not exactly a kids' film. It's not an intelligent art house film. It's not a summer action-packed blockbuster, it's not an interesting take on modern-day feminism, nor does it provide any sort of interesting commentary on any social or political issue. It is just a boring pink distraction."
10,"The most delight movie for meIn this movie you can see deep meaning sense of live, you need to know just little things before or to be open mind and the whole univers will show appear for you. Most of scenes have a hidden or deep mening, i am not going to write too much about movie because i am here to sustain Greta Gerwing and i am very grateful for her because she had the creep to made it. Maybe more director will do movies for our souls not just for action,adventure,etc...For me it was the greatest movie who I saw it ever. Any people should see through rows and see the true meaning of the movie. All my best to the Greta Gerwig <3."
10,"It was worth it.My childhood was spent with Barbie, Barbie's films and dolls, bag, clothes and notebook...and now I'm so happy and grateful. Watching this movie tooks me back to my sweet childhood memories. Everything was that I expected. Pink world and lots of beautiful Barbie's and handsome Ken's gathered together. And it's interesting that just as we played with our dolls, the Barbies in the movie were also taken into play! Then one of my childhood dreams that was Barbie in the real world came true and it was interesting to me...
How wonderful it is that Margot Robbie was chosen to perform this role.. She did it perfectly."
